
episode,successRate,timeRemaining
157,S,4787
184,S,4897
160,S,4692
160,S,4749
178,S,4857
153,S,4830
158,S,4863
161,S,4943
161,S,4723
185,S,4773
161,S,4451
165,S,4688
164,S,4689
172,S,4314
162,S,4843
159,S,4823
160,S,4997
161,S,4772
154,S,4791
162,S,4832
165,S,4897
179,S,4725
163,S,4553
161,S,4909
162,S,4859
163,S,4863
162,S,4935
186,S,4757
162,S,4761
164,S,4883
155,S,4801
166,S,4748
163,S,4743
180,S,4827
166,S,4793
173,S,4694
164,S,4957
163,S,4857
181,S,4942
167,S,4888
164,S,4814
164,S,4947
174,S,4874
156,S,4789
182,S,4877
187,S,4741
163,S,4745
167,S,4778
175,S,4878
165,S,4808
165,S,4739
165,S,4651
165,S,4788
164,S,4869
166,S,4927
163,S,4492
167,S,4957
166,S,4860
157,S,4733
176,S,4812
165,S,4846
167,S,4958
183,S,4700
168,S,4766
158,S,4945
166,S,4797
188,S,4613
167,S,4928
169,S,4886
159,S,4862
168,S,4827
164,S,4752
166,S,4796
168,S,4734
170,S,4902
177,S,4761
189,S,4864
166,S,4589
169,S,4904
184,S,4728
168,S,4819
170,S,4957
169,S,4915
160,S,4786
178,S,4844
168,S,4219
169,S,4801
171,S,4902
171,S,4806
190,S,4804
185,S,4848
165,S,4720
167,S,4714
169,S,4887
167,S,4723
168,S,4961
166,S,4896
170,S,4800
186,S,4825
179,S,4759
161,S,4713
170,S,4734
168,S,4811
172,S,4733
170,S,4816
172,S,4722
171,S,4811
171,S,4917
169,S,4782
180,S,4853
187,S,4821
181,S,4945
191,S,4599
162,S,4831
172,S,4931
167,S,4720
173,S,4797
163,S,4927
173,S,4749
192,S,4891
188,S,4842
171,S,4733
173,S,4890
168,S,4894
189,S,4946
169,S,4952
170,S,4746
172,S,4734
190,S,4933
174,S,4863
169,S,4534
174,S,4801
182,S,4667
173,S,4856
193,S,4764
164,S,4700
174,S,4683
171,S,4814
172,S,4728
175,S,4810
194,S,4903
175,S,4847
165,S,4879
170,S,4665
191,S,4724
174,S,4826
183,S,4790
176,S,4876
176,S,4900
175,S,4778
195,S,4832
173,S,4768
170,S,4678
172,S,4748
192,S,4864
175,S,4827
171,S,4799
177,S,4827
196,S,4857
177,S,4794
176,S,4907
166,S,4706
173,S,4832
174,S,4810
184,S,4736
175,S,4966
197,S,4890
178,S,4862
193,S,4769
176,S,4715
185,S,4888
198,S,4927
167,S,4842
178,S,4802
199,S,4954
171,S,4650
172,S,4711
179,S,4965
200,S,4964
180,S,4984
177,S,4749
186,S,4856
178,S,4967
176,S,4768
187,S,4966
179,S,4767
194,S,4762
181,S,4909
174,S,4670
175,S,4969
168,S,4780
173,S,4797
177,S,4681
172,S,4766
201,S,4795
188,S,4860
195,S,4865
169,S,4895
178,S,4931
179,S,4788
202,S,4933
174,S,4874
173,S,4895
177,S,4729
180,S,4740
196,S,4877
182,S,4732
174,S,4917
179,S,4856
189,S,4809
180,S,4833
175,S,4841
176,S,4680
181,S,4865
170,S,4764
178,S,4830
175,S,4875
177,S,4950
203,S,4729
180,S,4830
182,S,4884
204,S,4943
183,S,4744
197,S,4733
178,S,4889
190,S,4772
176,S,4871
183,S,4918
177,S,4963
176,S,4765
171,S,4776
177,S,4982
181,S,4710
184,S,4903
191,S,4837
181,S,4770
178,S,4874
179,S,4678
205,S,4775
179,S,4787
198,S,4770
184,S,4820
185,S,4860
182,S,4834
185,S,4945
172,S,4802
183,S,4965
186,S,4960
180,S,4856
206,S,4825
186,S,4853
181,S,4976
178,S,4699
179,S,4782
182,S,4764
187,S,4895
207,S,4923
192,S,4722
180,S,4737
199,S,4752
183,S,4934
184,S,4787
179,S,4851
187,S,4822
208,S,4892
173,S,4722
181,S,4876
193,S,4873
200,S,4865
180,S,4785
182,S,4950
182,S,4751
180,S,4888
183,S,4930
185,S,4789
209,S,4840
210,S,4992
188,S,4816
174,S,4818
194,S,4819
188,S,4661
181,S,4829
183,S,4772
189,S,4896
201,S,4728
182,S,4921
184,S,4751
181,S,4651
202,S,4912
186,S,4715
211,S,4698
189,S,4706
184,S,4436
175,S,4679
190,S,4800
184,S,4772
176,S,4966
183,S,4792
190,S,4872
212,S,4858
203,S,4778
185,S,4799
185,S,4702
182,S,4706
187,S,4732
191,S,4799
195,S,4479
191,S,4872
213,S,4833
184,S,4758
204,S,4827
186,S,4825
186,S,4815
188,S,4834
185,S,4640
177,S,4634
205,S,4892
185,S,4863
192,S,4790
187,S,4914
192,S,4741
186,S,4912
196,S,4740
183,S,4710
178,S,4924
187,S,4865
206,S,4905
189,S,4834
193,S,4879
214,S,4709
186,S,4849
197,S,4893
188,S,4857
184,S,4894
207,S,4914
188,S,4844
193,S,4794
187,S,4772
187,S,4855
198,S,4833
215,S,4793
208,S,4805
179,S,4695
185,S,4729
188,S,4860
189,S,4721
190,S,4663
194,S,4767
189,S,4748
190,S,4955
189,S,4938
209,S,4846
188,S,4742
216,S,4783
191,S,4869
180,S,4779
199,S,4744
210,S,4883
191,S,4823
186,S,4755
192,S,4895
189,S,4837
217,S,4854
190,S,4752
190,S,4751
195,S,4730
181,S,4827
211,S,4829
190,S,4885
182,S,4929
191,S,4976
200,S,4743
187,S,4802
192,S,4770
192,S,4942
218,S,4790
193,S,4727
188,S,4898
201,S,4853
191,S,4747
219,S,4908
191,S,4679
196,S,4699
194,S,4871
183,S,4694
212,S,4659
192,S,4902
193,S,4721
193,S,4718
189,S,4799
197,S,4867
220,S,4794
184,S,4874
192,S,4723
195,S,4806
198,S,4892
202,S,4686
196,S,4961
190,S,4843
213,S,4790
193,S,4776
194,S,4758
194,S,4736
197,S,4838
214,S,4866
185,S,4771
194,S,4876
193,S,4766
199,S,4777
191,S,4817
203,S,4757
195,S,4824
200,S,4866
215,S,4825
194,S,4850
204,S,4871
195,S,4746
186,S,4797
221,S,4522
195,S,4796
192,S,4813
205,S,4936
198,S,4709
216,S,4885
196,S,4900
193,S,4904
195,S,4831
196,S,4956
222,S,4820
197,S,4908
206,S,4812
194,S,4873
217,S,4842
198,S,4943
196,S,4642
196,S,4746
187,S,4730
195,S,4968
201,S,4689
199,S,4784
207,S,4911
197,S,4805
196,S,4891
188,S,4866
218,S,4833
202,S,4831
197,S,4824
199,S,4793
223,S,4730
200,S,4789
197,S,4741
208,S,4777
189,S,4836
198,S,4939
200,S,4867
198,S,4840
224,S,4844
198,S,4751
199,S,4934
209,S,4887
203,S,4772
197,S,4652
219,S,4661
199,S,4853
201,S,4755
201,S,4811
225,S,4815
200,S,4944
199,S,4798
210,S,4821
201,S,4963
190,S,4717
198,S,4876
191,S,4929
202,S,4805
202,S,4776
226,S,4807
220,S,4748
204,S,4645
211,S,4790
200,S,4775
227,S,4928
199,S,4777
200,S,4559
203,S,4892
200,S,4986
201,S,4989
202,S,4988
202,S,4732
228,S,4951
204,S,4953
203,S,4806
205,S,4854
192,S,4743
203,S,4912
201,S,4853
221,S,4792
194,S,2231
229,S,4876
201,S,4847
202,S,4911
212,S,4755
202,S,4946
203,S,4804
204,S,4889
205,S,4804
193,S,4820
195,S,4822
206,S,4770
222,S,4807
230,S,4831
204,S,4899
213,S,4877
206,S,4904
203,S,4828
205,S,4818
203,S,4741
207,S,4821
204,S,4973
205,S,4824
204,S,4577
196,S,4797
204,S,4866
205,S,4958
231,S,4779
223,S,4762
214,S,4767
206,S,4839
232,S,4949
207,S,4734
206,S,4888
207,S,4933
194,S,4608
208,S,4802
224,S,4848
197,S,4768
205,S,4763
206,S,4783
208,S,4848
195,S,4901
208,S,4856
209,S,4906
207,S,4780
233,S,4754
215,S,4685
198,S,4850
207,S,4851
225,S,4798
210,S,4857
208,S,4891
234,S,4893
199,S,4915
211,S,4954
196,S,4781
205,S,4506
206,S,4742
197,S,4976
209,S,4748
210,S,4990
208,S,4858
216,S,4823
209,S,4717
209,S,4849
200,S,4829
209,S,4898
235,S,4785
206,S,4828
207,S,4834
210,S,4873
212,S,4771
236,S,4944
211,S,4790
217,S,4821
208,S,4925
198,S,4757
201,S,4883
212,S,4964
210,S,4804
237,S,4929
226,S,4616
213,S,4883
218,S,4893
199,S,4893
207,S,4811
210,S,4785
211,S,4916
213,S,4861
211,S,4774
214,S,4867
214,S,4919
202,S,4739
209,S,4720
238,S,4755
219,S,4809
227,S,4745
215,S,4913
212,S,4794
208,S,4782
215,S,4877
209,S,4967
239,S,4921
200,S,4740
211,S,4740
216,S,4940
212,S,4774
210,S,4885
201,S,4925
203,S,4827
216,S,4848
213,S,4821
211,S,4884
210,S,4842
240,S,4822
212,S,4809
228,S,4719
204,S,4862
220,S,4686
217,S,4778
212,S,4895
217,S,4846
211,S,4853
213,S,4726
241,S,4853
218,S,4919
214,S,4793
202,S,4719
219,S,4984
218,S,4854
221,S,4810
213,S,4762
205,S,4749
242,S,4822
206,S,4970
229,S,4713
213,S,4729
214,S,4763
212,S,4747
220,S,4795
215,S,4768
230,S,4905
214,S,4828
219,S,4761
203,S,4718
222,S,4782
215,S,4886
243,S,4822
207,S,4795
221,S,4841
231,S,4854
213,S,4791
214,S,4749
216,S,4877
215,S,4796
216,S,4758
244,S,4831
220,S,4758
208,S,4833
223,S,4744
214,S,4837
216,S,4884
204,S,4703
232,S,4795
222,S,4773
245,S,4886
215,S,4798
223,S,4975
217,S,4837
217,S,4788
216,S,4950
209,S,4843
246,S,4929
233,S,4909
205,S,4879
224,S,4824
221,S,4773
217,S,4798
218,S,4830
247,S,4871
224,S,4806
222,S,4925
215,S,4738
219,S,4954
218,S,4774
206,S,4810
218,S,4874
217,S,4763
248,S,4826
223,S,4833
219,S,4871
225,S,4713
210,S,4669
225,S,4789
218,S,4874
216,S,4794
220,S,4780
220,S,4914
234,S,4599
219,S,4809
207,S,4738
217,S,4880
221,S,4895
224,S,4794
226,S,4805
249,S,4753
219,S,4800
235,S,4845
220,S,4845
221,S,4802
227,S,4936
226,S,4763
218,S,4840
236,S,4896
221,S,4896
222,S,4897
208,S,4788
250,S,4822
227,S,4799
222,S,4691
223,S,4862
222,S,4850
251,S,4860
228,S,4720
225,S,4645
219,S,4760
211,S,4445
220,S,4668
223,S,4932
237,S,4754
209,S,4774
228,S,4832
226,S,4890
252,S,4869
210,S,4919
238,S,4882
224,S,4864
212,S,4828
223,S,4752
229,S,4805
221,S,4816
224,S,4733
220,S,4782
229,S,4841
222,S,4936
253,S,4855
225,S,4942
221,S,4944
227,S,4812
211,S,4799
228,S,4938
225,S,4794
230,S,4825
239,S,4780
254,S,4889
230,S,4835
224,S,4773
213,S,4746
212,S,4853
240,S,4874
222,S,4773
226,S,4765
223,S,4681
213,S,4889
223,S,4919
225,S,4820
214,S,4810
229,S,4722
255,S,4735
231,S,4754
241,S,4833
226,S,4679
232,S,4906
227,S,4935
224,S,4811
227,S,4734
242,S,4863
256,S,4829
226,S,4770
214,S,4758
215,S,4781
228,S,4888
243,S,4942
230,S,4747
216,S,4897
215,S,4869
225,S,4820
233,S,4755
216,S,4947
217,S,4917
234,S,4930
231,S,4811
228,S,4674
257,S,4708
229,S,4689
258,S,4933
232,S,4852
226,S,4691
218,S,4756
217,S,4731
229,S,4777
230,S,4976
230,S,4816
218,S,4914
259,S,4809
219,S,4940
219,S,4847
233,S,4756
227,S,4766
231,S,4843
220,S,4869
234,S,4901
260,S,4771
235,S,4963
224,S,3944
231,S,3713
220,S,4774
228,S,4753
232,S,4889
227,S,4054
236,S,4829
261,S,4802
221,S,4761
228,S,4945
221,S,4784
232,S,4644
229,S,4927
262,S,4875
237,S,4792
233,S,4883
222,S,4807
233,S,4757
263,S,4885
229,S,4669
222,S,4749
234,S,4859
235,S,3931
230,S,4942
230,S,4744
238,S,4822
231,S,4969
264,S,4830
232,S,4966
223,S,4734
223,S,4854
234,S,4731
231,S,4863
235,S,4832
236,S,4754
239,S,4752
233,S,4800
224,S,4817
265,S,4730
235,S,4799
236,S,4968
224,S,4744
236,S,4728
234,S,4818
232,S,4669
237,S,4769
240,S,4793
225,S,3996
241,S,4970
237,S,4834
237,S,4879
235,S,4895
233,S,4894
231,S,3636
238,S,4956
238,S,4880
242,S,4904
225,S,4763
266,S,4709
234,S,4911
239,S,4905
225,S,4589
232,S,4840
239,S,4842
226,S,4743
243,S,4823
226,S,4838
238,S,4739
236,S,4745
235,S,4830
267,S,4790
240,S,4822
244,S,2859
240,S,4880
227,S,4872
226,S,4798
227,S,4833
244,S,4841
233,S,4765
241,S,4875
228,S,4939
237,S,4803
236,S,4810
228,S,4877
241,S,4829
268,S,4764
245,S,4768
242,S,4934
227,S,4809
242,S,4855
234,S,4833
246,S,4939
245,S,4768
269,S,4896
238,S,4828
229,S,4796
239,S,4605
243,S,4889
230,S,4928
229,S,4764
247,S,4875
243,S,4813
237,S,4708
270,S,4852
244,S,4891
248,S,4949
228,S,4758
231,S,4910
239,S,4834
238,S,4954
271,S,4941
244,S,4921
235,S,4729
240,S,4783
246,S,4735
240,S,4886
230,S,4784
245,S,4882
241,S,4916
229,S,4840
231,S,4959
245,S,4800
272,S,4836
232,S,4781
239,S,4754
249,S,4717
242,S,4885
250,S,4978
241,S,4805
247,S,4773
230,S,4822
246,S,4823
273,S,4818
240,S,4863
242,S,4919
236,S,4660
246,S,4750
232,S,4758
247,S,4978
243,S,4838
248,S,4931
248,S,4808
247,S,4836
237,S,4883
244,S,4915
274,S,4854
248,S,4979
245,S,4971
241,S,4820
275,S,4924
231,S,4728
233,S,4808
251,S,4673
238,S,4869
249,S,4886
243,S,4735
242,S,4914
249,S,4838
252,S,4917
246,S,4837
232,S,4893
250,S,4915
243,S,4905
249,S,4744
234,S,4799
244,S,4826
250,S,4824
276,S,4760
253,S,4830
239,S,4771
235,S,4925
236,S,4966
233,S,4787
251,S,4789
244,S,4805
250,S,4795
247,S,4737
240,S,4891
252,S,4959
245,S,4827
237,S,4880
277,S,4772
254,S,4790
253,S,4903
245,S,4849
241,S,4866
234,S,4805
254,S,4947
238,S,4854
251,S,4632
251,S,4750
242,S,4850
246,S,4713
255,S,4832
255,S,4749
233,S,3889
239,S,4824
235,S,4751
246,S,4720
256,S,4912
278,S,4671
252,S,4789
257,S,4955
279,S,4932
243,S,4791
256,S,4831
247,S,4775
247,S,4844
252,S,4649
240,S,4753
258,S,4818
234,S,4701
280,S,4830
257,S,4856
253,S,4780
244,S,4818
248,S,4840
258,S,4929
248,S,4239
253,S,4819
248,S,4760
236,S,4599
249,S,4949
241,S,4820
245,S,4866
235,S,4833
254,S,4823
254,S,4860
259,S,4729
249,S,4797
281,S,4727
282,S,4984
259,S,4781
237,S,4820
242,S,4825
249,S,4786
260,S,4907
255,S,4871
236,S,4783
246,S,4763
283,S,4889
250,S,4749
255,S,4779
250,S,4864
238,S,4832
284,S,4911
243,S,4816
237,S,4868
250,S,4708
261,S,4790
247,S,4827
251,S,4865
260,S,4677
285,S,4866
251,S,4775
244,S,4875
256,S,4771
239,S,4832
256,S,4714
248,S,4902
262,S,4847
249,S,4936
252,S,4847
251,S,4792
238,S,4741
250,S,4956
245,S,4858
286,S,4819
252,S,4815
257,S,4818
246,S,4950
261,S,4780
252,S,4909
240,S,4729
263,S,4772
257,S,4686
239,S,4802
258,S,4840
258,S,4968
251,S,4776
247,S,4826
253,S,4803
241,S,4904
262,S,4793
253,S,4704
248,S,4946
253,S,4788
287,S,4693
249,S,4928
252,S,4840
254,S,4841
259,S,4811
240,S,4779
254,S,4859
250,S,4911
254,S,4828
242,S,4783
259,S,4740
260,S,4907
288,S,4847
253,S,4893
255,S,4846
251,S,4854
260,S,4894
263,S,4651
254,S,4867
255,S,4828
255,S,4752
241,S,4770
243,S,4803
289,S,4822
256,S,4962
256,S,4899
256,S,4907
252,S,4839
244,S,4896
261,S,4722
255,S,4815
257,S,4860
264,S,4805
245,S,4914
242,S,4778
261,S,4723
257,S,4828
256,S,4915
253,S,4831
290,S,4735
257,S,4738
262,S,4795
258,S,4900
264,S,4164
265,S,4781
258,S,4908
262,S,4823
257,S,4821
258,S,4743
259,S,4963
254,S,4831
263,S,4858
291,S,4808
263,S,4911
246,S,4696
255,S,4914
243,S,4682
265,S,4786
259,S,4847
264,S,4906
265,S,4971
260,S,4793
259,S,4675
244,S,4846
264,S,4769
266,S,4864
260,S,4947
292,S,4743
258,S,4688
247,S,4765
256,S,4777
266,S,4607
259,S,4928
260,S,4764
257,S,4911
266,S,4749
267,S,4822
261,S,4743
265,S,4786
258,S,4908
261,S,4781
248,S,4793
267,S,4902
245,S,4732
249,S,4977
293,S,4744
267,S,4783
268,S,4951
261,S,4804
260,S,4760
262,S,4843
262,S,4868
294,S,4862
262,S,4878
246,S,4814
261,S,4900
263,S,4885
250,S,4803
268,S,4692
268,S,4791
259,S,4715
295,S,4913
266,S,4693
247,S,4915
263,S,4814
269,S,4728
251,S,4884
262,S,4850
264,S,4856
264,S,4908
296,S,4865
265,S,4952
263,S,4757
270,S,4853
267,S,4789
263,S,4869
269,S,4775
269,S,4739
260,S,4761
297,S,4879
271,S,4942
248,S,4739
261,S,4904
265,S,4788
270,S,4889
270,S,4861
272,S,4904
249,S,4900
266,S,4762
252,S,4665
266,S,4941
298,S,4834
268,S,4787
267,S,4949
299,S,4962
264,S,4710
267,S,4869
268,S,4931
271,S,4823
264,S,4625
262,S,4785
271,S,4785
273,S,4798
269,S,4837
253,S,4780
265,S,4886
300,S,4801
272,S,4884
250,S,4698
274,S,4885
272,S,4807
263,S,4818
301,S,4920
269,S,4780
265,S,4748
268,S,4749
264,S,4939
266,S,4952
251,S,4848
270,S,4907
254,S,4782
270,S,4746
302,S,4832
266,S,4743
273,S,4799
265,S,4853
269,S,4809
303,S,4943
267,S,4836
252,S,4856
266,S,4940
253,S,4944
267,S,4871
271,S,4761
255,S,4757
268,S,4885
273,S,4592
270,S,4845
274,S,4797
271,S,4704
275,S,4540
267,S,4791
268,S,4828
271,S,4891
254,S,4808
269,S,4859
256,S,4839
274,S,4821
272,S,4866
272,S,4795
304,S,4648
276,S,4820
255,S,4856
273,S,4899
269,S,4827
275,S,4747
257,S,4824
272,S,4785
256,S,4927
275,S,4826
270,S,4780
268,S,4756
273,S,4832
274,S,4886
277,S,4820
258,S,4893
270,S,4842
276,S,4826
257,S,4869
271,S,4957
273,S,4833
259,S,4901
271,S,4814
278,S,4869
274,S,4821
305,S,4656
269,S,4777
270,S,4987
275,S,4786
276,S,4735
274,S,4856
275,S,4877
272,S,4868
277,S,4788
276,S,4923
260,S,4840
275,S,4910
279,S,4790
271,S,4834
272,S,4710
277,S,4829
273,S,4888
276,S,4871
280,S,4950
278,S,4877
277,S,4871
261,S,4868
258,S,4642
279,S,4925
306,S,4688
278,S,4892
281,S,4893
272,S,4842
259,S,4908
278,S,4881
260,S,4966
277,S,4828
273,S,4801
262,S,4836
279,S,4929
276,S,4741
274,S,4777
282,S,4900
278,S,4938
280,S,4837
307,S,4836
274,S,4912
263,S,4913
279,S,4929
277,S,4899
283,S,4869
261,S,4816
279,S,4739
275,S,4907
276,S,4984
280,S,4911
280,S,4941
275,S,4793
281,S,4954
276,S,4962
273,S,4668
262,S,4888
281,S,4755
277,S,4876
282,S,4899
308,S,4698
284,S,4780
278,S,4728
280,S,4625
264,S,4682
309,S,4875
278,S,4821
277,S,4770
285,S,4876
310,S,4948
274,S,4711
281,S,4823
279,S,4808
283,S,4754
282,S,4695
279,S,4876
263,S,4634
275,S,4916
281,S,4582
286,S,4799
311,S,4838
265,S,4703
278,S,4788
282,S,4842
280,S,4823
266,S,4934
276,S,4855
283,S,4808
284,S,4793
280,S,4804
283,S,4890
279,S,4863
284,S,4939
287,S,4793
281,S,4830
312,S,4765
282,S,4709
264,S,4667
265,S,4984
281,S,4814
280,S,4807
267,S,4728
277,S,4735
288,S,4854
285,S,4781
284,S,4755
285,S,4700
283,S,4806
282,S,4852
285,S,4925
282,S,4770
278,S,4875
284,S,4916
266,S,4763
286,S,4837
285,S,4961
283,S,4903
289,S,4797
313,S,4672
281,S,4772
286,S,4834
268,S,4718
287,S,4859
286,S,4865
282,S,4868
290,S,4849
284,S,4848
283,S,4988
287,S,4833
267,S,4784
286,S,4699
314,S,4798
279,S,4708
280,S,4962
288,S,4861
315,S,4889
291,S,4805
281,S,4895
288,S,4820
268,S,4817
285,S,4778
289,S,4890
269,S,4693
287,S,4750
284,S,4767
289,S,4930
316,S,4849
287,S,4718
285,S,4903
270,S,4863
286,S,4853
288,S,4838
292,S,4796
269,S,4813
289,S,4984
271,S,4951
290,S,4788
290,S,4833
272,S,4957
282,S,4744
273,S,4989
317,S,4810
274,S,4926
291,S,4899
287,S,4805
286,S,4738
293,S,4791
283,S,4844
288,S,4714
275,S,4914
318,S,4824
270,S,4702
284,S,4887
319,S,4924
291,S,4661
287,S,4820
285,S,4925
288,S,4753
294,S,4794
289,S,4797
292,S,4723
289,S,4910
271,S,4794
290,S,4493
272,S,4982
320,S,4834
276,S,4693
288,S,4824
295,S,4830
290,S,4832
286,S,4801
293,S,4821
289,S,4875
290,S,4823
292,S,4694
291,S,4825
321,S,4826
294,S,4889
277,S,4817
322,S,4982
296,S,4855
287,S,4860
273,S,4778
291,S,4827
295,S,4934
291,S,4886
323,S,4922
292,S,4881
296,S,4939
278,S,4833
274,S,4860
297,S,4834
279,S,4958
293,S,4879
324,S,4863
288,S,4802
290,S,4719
291,S,4949
292,S,4741
297,S,4816
275,S,4852
298,S,4855
293,S,4634
294,S,4879
325,S,4867
292,S,4700
294,S,4943
276,S,4908
292,S,4878
298,S,4868
277,S,4968
293,S,4930
299,S,4871
293,S,4852
326,S,4875
289,S,4693
280,S,4673
290,S,4974
294,S,4883
294,S,4862
295,S,4790
295,S,4737
278,S,4832
300,S,4837
327,S,4844
299,S,4797
296,S,4902
281,S,4818
279,S,4888
291,S,4821
292,S,4962
293,S,4631
295,S,4798
328,S,4829
297,S,4877
295,S,4743
300,S,4810
296,S,4733
293,S,4899
296,S,4904
301,S,4713
282,S,4779
297,S,4879
280,S,4736
296,S,4815
294,S,4771
298,S,4772
302,S,4847
298,S,4929
301,S,4764
297,S,4808
294,S,4776
329,S,4687
281,S,4861
283,S,4745
298,S,4863
295,S,4887
302,S,4833
297,S,4741
284,S,4909
299,S,4757
296,S,4920
295,S,4716
303,S,4753
282,S,4819
303,S,4914
299,S,4712
299,S,4850
298,S,4897
330,S,4714
300,S,4861
300,S,4916
296,S,4857
301,S,4973
299,S,4890
304,S,4812
331,S,4877
297,S,4753
300,S,4819
283,S,4725
301,S,4802
305,S,4853
300,S,4832
297,S,4786
302,S,4792
304,S,4639
302,S,4932
285,S,4592
301,S,4819
298,S,4809
332,S,4780
298,S,4850
306,S,4833
284,S,4774
285,S,4983
303,S,4797
333,S,4871
286,S,4810
334,S,4954
305,S,4762
301,S,4712
299,S,4778
307,S,4852
302,S,4725
286,S,4820
300,S,4943
304,S,4854
303,S,4675
308,S,4928
302,S,4914
287,S,4953
299,S,4751
303,S,4938
306,S,4829
304,S,4900
287,S,4751
335,S,4768
301,S,4847
305,S,4834
304,S,4866
302,S,4963
309,S,4813
288,S,4910
307,S,4856
308,S,4971
305,S,4846
310,S,4931
303,S,4746
305,S,4866
306,S,4849
300,S,4702
309,S,4893
336,S,4771
303,S,4816
306,S,4879
304,S,4877
307,S,4895
289,S,4787
288,S,4605
307,S,4922
290,S,4958
291,S,4988
337,S,4873
304,S,4845
308,S,4843
305,S,4809
305,S,4938
306,S,4728
311,S,4679
301,S,4739
338,S,4894
292,S,4865
307,S,4965
289,S,4813
308,S,4817
310,S,4683
312,S,4880
339,S,4891
309,S,4818
306,S,4820
308,S,4813
340,S,4892
309,S,4822
290,S,4774
306,S,4698
302,S,4709
310,S,4868
309,S,4894
293,S,4690
307,S,4841
310,S,4868
311,S,4720
311,S,4981
303,S,4889
307,S,4854
311,S,4850
313,S,4657
291,S,4785
294,S,4853
341,S,4736
308,S,4934
312,S,4947
312,S,4830
295,S,4912
304,S,4818
308,S,4729
310,S,4709
312,S,4747
305,S,4962
309,S,4873
342,S,4854
310,S,4953
314,S,4779
313,S,4920
313,S,4803
311,S,4910
292,S,4731
309,S,4855
313,S,4763
296,S,4774
306,S,4801
315,S,4831
310,S,4868
311,S,4780
312,S,4803
311,S,4980
314,S,4791
312,S,4963
293,S,4803
343,S,4679
297,S,4768
316,S,4815
314,S,4618
307,S,4732
344,S,4844
313,S,4770
313,S,4786
312,S,4750
315,S,4756
294,S,4783
317,S,4876
308,S,4925
315,S,4891
295,S,4955
318,S,4959
316,S,4957
284,S,4780
298,S,4773
313,S,4884
296,S,4905
319,S,4884
345,S,4795
314,S,4461
314,S,4817
316,S,4811
314,S,4920
309,S,4795
314,S,4750
315,S,4954
320,S,4895
299,S,4758
317,S,4732
315,S,4828
317,S,4838
346,S,4794
316,S,4857
316,S,4960
285,S,4684
297,S,4731
318,S,4897
317,S,4918
315,S,4685
310,S,4726
318,S,4942
318,S,4802
315,S,4674
311,S,4942
347,S,4816
321,S,4698
300,S,4769
298,S,4804
312,S,4940
317,S,4770
319,S,4909
316,S,4864
286,S,4707
319,S,4824
348,S,4838
316,S,4768
319,S,4734
299,S,4873
322,S,4832
287,S,4931
313,S,4835
320,S,4918
349,S,4910
321,S,4979
288,S,4937
320,S,4863
317,S,4846
289,S,4935
317,S,4805
314,S,4848
301,S,4632
323,S,4797
350,S,4858
300,S,4726
321,S,4816
351,S,4925
290,S,4869
318,S,4799
315,S,4879
322,S,4967
318,S,4557
302,S,4875
322,S,4698
319,S,4878
318,S,4725
352,S,4813
319,S,4821
291,S,4801
324,S,4715
323,S,4881
301,S,4761
320,S,4895
302,S,4924
292,S,4889
319,S,4851
320,S,4877
303,S,4716
324,S,4880
323,S,4679
293,S,4949
316,S,4648
304,S,4890
303,S,4858
320,S,4858
304,S,4977
353,S,4713
325,S,4694
321,S,4725
321,S,4768
305,S,4900
325,S,4747
326,S,4911
324,S,4755
305,S,4814
317,S,4754
321,S,4770
354,S,4786
294,S,4638
322,S,4811
306,S,4857
327,S,4830
355,S,4907
326,S,4793
306,S,4753
322,S,4734
307,S,4930
325,S,4763
295,S,4862
308,S,4969
328,S,4897
320,S,3742
323,S,4858
318,S,4730
322,S,4763
323,S,4973
326,S,4882
327,S,4848
356,S,4827
319,S,4885
324,S,4841
296,S,4793
328,S,4861
309,S,4767
329,S,4770
297,S,4969
324,S,4840
321,S,4758
323,S,4701
327,S,4827
325,S,4875
357,S,4780
322,S,4893
328,S,4889
324,S,4856
320,S,4730
310,S,4814
298,S,4813
329,S,4782
325,S,4932
299,S,4951
323,S,4845
326,S,4766
321,S,4885
324,S,4961
358,S,4755
311,S,4851
329,S,4795
325,S,4668
322,S,4955
326,S,4872
330,S,4625
327,S,4873
300,S,4817
301,S,4962
323,S,4882
330,S,4878
330,S,4737
331,S,4994
359,S,4833
326,S,4841
327,S,4833
328,S,4869
331,S,4819
325,S,4739
332,S,4973
302,S,4803
307,S,4053
332,S,4814
326,S,4909
312,S,4665
329,S,4877
324,S,4784
360,S,4802
327,S,4815
328,S,4827
333,S,4857
313,S,4933
331,S,4689
314,S,4938
328,S,4878
330,S,4860
327,S,4854
334,S,4894
303,S,4823
315,S,4963
333,S,4831
361,S,4839
316,S,4969
329,S,4810
329,S,4894
308,S,4740
325,S,4748
304,S,4882
335,S,4856
332,S,4792
328,S,4828
305,S,4947
330,S,4903
331,S,4775
362,S,4791
334,S,4770
317,S,4792
333,S,4907
306,S,4927
309,S,4832
326,S,4817
307,S,4931
329,S,4831
363,S,4901
336,S,4816
330,S,4986
332,S,4870
327,S,4924
331,S,4816
335,S,4847
318,S,4808
330,S,4623
310,S,4799
328,S,4877
333,S,4844
331,S,4816
334,S,4721
308,S,4782
364,S,4777
334,S,4940
319,S,4877
337,S,4758
336,S,4813
329,S,4905
335,S,4893
